sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.01_8x_17.hist	histogram	genome-skim	9.00	89316705	1.00	6.08	0.0238	150
rotifer_0.0_2x_30.hist	histogram	genome-skim	2.01	100112564	0.85	7.84	0.0012	150
rotifer_0.01_8x_30.hist	histogram	genome-skim	8.02	100212924	0.90	5.73	0.0011	150
rotifer_0.001_1x_17.hist	histogram	genome-skim	1.00	100699784	0.95	8.51	0.0214	150
rotifer_0.0_8x_30.hist	histogram	genome-skim	8.04	99905457	0.86	7.70	0.0012	150
rotifer_0.001_4x_17.hist	histogram	genome-skim	3.96	101392752	0.89	7.66	0.0208	150
rotifer_0.001_8x_30.hist	histogram	genome-skim	8.02	100179299	0.86	7.45	0.0012	150
rotifer_0.01_4x_17.hist	histogram	genome-skim	3.95	101535397	0.93	6.21	0.0204	150
rotifer_0.001_2x_17.hist	histogram	genome-skim	1.98	101648236	0.89	6.05	0.0209	150
rotifer_0.01_2x_30.hist	histogram	genome-skim	2.01	99793931	0.91	6.72	0.0012	150
rotifer_0.001_1x_30.hist	histogram	genome-skim	1.02	98711463	0.88	7.46	0.0017	150
rotifer_0.01_4x_30.hist	histogram	genome-skim	4.00	100395165	0.90	6.22	0.0011	150
rotifer_0.01_1x_17.hist	histogram	genome-skim	1.01	99428983	0.97	6.70	0.0211	150
rotifer_0.001_4x_30.hist	histogram	genome-skim	4.01	100284644	0.86	7.85	0.0012	150
rotifer_0.01_2x_17.hist	histogram	genome-skim	1.97	102109287	0.93	4.85	0.0204	150
rotifer_0.0_8x_17.hist	histogram	genome-skim	9.27	86716972	0.99	8.74	0.0248	150
rotifer_0.001_2x_30.hist	histogram	genome-skim	2.01	99898060	0.86	7.16	0.0012	150
rotifer_0.0_1x_30.hist	histogram	genome-skim	1.03	97773122	0.88	7.81	0.0017	150
rotifer_0.0_1x_17.hist	histogram	genome-skim	0.97	103362126	0.93	7.56	0.0211	150
rotifer_0.01_1x_30.hist	histogram	genome-skim	1.03	97939878	0.92	5.40	0.0016	150
rotifer_0.0_4x_30.hist	histogram	genome-skim	4.01	100209996	0.85	7.66	0.0012	150
rotifer_0.001_8x_17.hist	histogram	genome-skim	9.23	87030176	1.00	8.44	0.0247	150
rotifer_0.0_2x_17.hist	histogram	genome-skim	1.97	102096952	0.88	8.11	0.0209	150
rotifer_0.0_4x_17.hist	histogram	genome-skim	3.97	101302623	0.89	7.76	0.0208	150
