sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
nematode_0.02_4x_1.hist	histogram	genome-skim	4.03	208514112	0.87	14.19	0.0035	150
nematode_0.002_1x_1.hist	histogram	genome-skim	1.05	200759710	0.78	25.88	0.0041	150
nematode_0.008_1x_1.hist	histogram	genome-skim	1.00	209888964	0.82	20.46	0.0037	150
nematode_0.004_8x_1.hist	histogram	genome-skim	8.19	205489437	0.77	23.70	0.0039	150
nematode_0.001_2x_1.hist	histogram	genome-skim	2.06	204462156	0.75	25.82	0.0039	150
nematode_0.0_8x_1.hist	histogram	genome-skim	8.23	204480624	0.73	26.87	0.0041	150
nematode_0.002_2x_1.hist	histogram	genome-skim	2.06	204575741	0.76	25.59	0.0039	150
nematode_0.01_1x_1.hist	histogram	genome-skim	1.00	209871049	0.83	19.82	0.0037	150
nematode_0.02_8x_1.hist	histogram	genome-skim	8.09	207935672	0.87	14.27	0.0035	150
nematode_0.0_4x_1.hist	histogram	genome-skim	4.14	203361362	0.74	26.97	0.0040	150
nematode_0.001_4x_1.hist	histogram	genome-skim	4.13	203729616	0.75	25.82	0.0040	150
nematode_0.006_4x_1.hist	histogram	genome-skim	4.06	206979537	0.78	22.18	0.0038	150
nematode_0.02_2x_1.hist	histogram	genome-skim	2.02	208165417	0.88	14.46	0.0035	150
nematode_0.01_4x_1.hist	histogram	genome-skim	4.07	206609920	0.82	19.18	0.0037	150
nematode_0.008_8x_1.hist	histogram	genome-skim	8.16	206217619	0.80	20.42	0.0037	150
nematode_0.002_8x_1.hist	histogram	genome-skim	8.23	204464251	0.75	25.38	0.0040	150
nematode_0.006_2x_1.hist	histogram	genome-skim	2.04	206097593	0.79	22.07	0.0038	150
nematode_0.008_4x_1.hist	histogram	genome-skim	4.05	207454114	0.80	20.84	0.0037	150
nematode_0.006_1x_1.hist	histogram	genome-skim	1.04	201186866	0.82	22.58	0.0040	150
nematode_0.0_1x_1.hist	histogram	genome-skim	1.04	202291750	0.77	27.89	0.0042	150
nematode_0.0_2x_1.hist	histogram	genome-skim	2.06	204337005	0.74	27.19	0.0040	150
nematode_0.004_1x_1.hist	histogram	genome-skim	1.04	203098767	0.80	23.61	0.0040	150
nematode_0.02_1x_1.hist	histogram	genome-skim	1.01	207972184	0.89	14.34	0.0037	150
nematode_0.008_2x_1.hist	histogram	genome-skim	2.04	206455872	0.80	20.93	0.0037	150
nematode_0.002_4x_1.hist	histogram	genome-skim	4.12	204233520	0.76	25.12	0.0039	150
nematode_0.004_4x_1.hist	histogram	genome-skim	4.10	204947107	0.77	23.82	0.0038	150
nematode_0.01_8x_1.hist	histogram	genome-skim	8.14	206623668	0.82	19.53	0.0037	150
nematode_0.001_1x_1.hist	histogram	genome-skim	1.02	206964222	0.77	25.98	0.0041	150
nematode_0.004_2x_1.hist	histogram	genome-skim	2.04	205689798	0.77	23.17	0.0038	150
nematode_0.006_8x_1.hist	histogram	genome-skim	8.17	205767001	0.79	22.26	0.0038	150
nematode_0.01_2x_1.hist	histogram	genome-skim	2.03	206754123	0.82	18.78	0.0037	150
nematode_0.001_8x_1.hist	histogram	genome-skim	8.22	204653633	0.74	26.33	0.0040	150
