sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.97	213008741	0.49	39.01	0.0162	150
club-moss_0.001_1x_25.hist	histogram	genome-skim	1.28	162471709	0.68	38.28	0.0046	150
club-moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.40	188789345	0.69	30.15	0.0135	150
club-moss_0.001_8x_25.hist	histogram	genome-skim	8.61	192993498	0.49	39.57	0.0055	150
club-moss_0.0_8x_25.hist	histogram	genome-skim	8.66	191786074	0.46	40.58	0.0058	150
club-moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.33	156286174	0.74	37.22	0.0121	150
club-moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.89	167987754	0.53	46.63	0.0176	150
club-moss_0.0_1x_20.hist	histogram	genome-skim	1.25	166138463	0.67	38.44	0.0110	150
club-moss_0.0_2x_20.hist	histogram	genome-skim	2.05	202794181	0.45	41.45	0.0124	150
club-moss_0.01_2x_23.hist	histogram	genome-skim	2.20	188477540	0.71	28.74	0.0062	150
club-moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.59	180786519	0.50	43.96	0.0157	150
club-moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.25	184233646	0.73	29.05	0.0128	150
club-moss_0.001_4x_20.hist	histogram	genome-skim	4.22	196968670	0.48	41.17	0.0141	150
club-moss_0.01_2x_25.hist	histogram	genome-skim	2.17	191119525	0.70	29.11	0.0041	150
club-moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.37	175009374	0.57	39.38	0.0038	150
club-moss_0.001_2x_25.hist	histogram	genome-skim	2.39	173474458	0.60	38.32	0.0046	150
club-moss_0.0_1x_23.hist	histogram	genome-skim	1.32	157148963	0.68	38.50	0.0064	150
club-moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.99	209852819	0.55	37.84	0.0162	150
club-moss_0.01_2x_20.hist	histogram	genome-skim	2.25	184432977	0.73	28.93	0.0117	150
club-moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.44	196757936	0.47	38.74	0.0043	150
