sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.0_8x_25.hist	histogram	genome-skim	8.10	99125849	0.86	7.61	0.0036	150
rotifer_0.0_4x_25.hist	histogram	genome-skim	4.03	99638454	0.86	8.12	0.0036	150
rotifer_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.03	98682714	0.89	7.50	0.0167	150
rotifer_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.03	97439789	0.93	5.62	0.0031	150
rotifer_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.04	98527300	0.92	5.39	0.0111	150
rotifer_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.03	97533408	0.94	7.15	0.0168	150
rotifer_0.001_4x_20.hist	histogram	genome-skim	4.05	99165355	0.88	7.86	0.0109	150
rotifer_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99969468	0.85	7.34	0.0028	150
rotifer_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.01	100181887	0.88	7.68	0.0167	150
rotifer_0.01_2x_20.hist	histogram	genome-skim	2.02	99654357	0.92	5.55	0.0105	150
rotifer_0.01_2x_25.hist	histogram	genome-skim	2.01	99714416	0.91	5.64	0.0034	150
rotifer_0.01_4x_23.hist	histogram	genome-skim	4.02	99953641	0.91	5.32	0.0054	150
rotifer_0.0_8x_23.hist	histogram	genome-skim	8.14	98638772	0.87	8.25	0.0056	150
rotifer_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.02	99318131	0.86	7.55	0.0029	150
rotifer_0.01_8x_23.hist	histogram	genome-skim	8.09	99295625	0.91	5.77	0.0054	150
rotifer_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.08	99453121	0.87	7.50	0.0028	150
rotifer_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.07	98615986	0.92	5.64	0.0112	150
rotifer_0.01_1x_23.hist	histogram	genome-skim	1.03	97570768	0.93	5.76	0.0056	150
rotifer_0.01_8x_20.hist	histogram	genome-skim	8.14	98712591	0.92	5.63	0.0106	150
rotifer_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.01	100182168	0.90	5.72	0.0027	150
rotifer_0.01_4x_25.hist	histogram	genome-skim	4.02	99892381	0.90	5.27	0.0034	150
rotifer_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.03	99761366	0.86	7.31	0.0028	150
rotifer_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.11	97763282	0.88	8.01	0.0116	150
rotifer_0.0_4x_20.hist	histogram	genome-skim	4.06	98883994	0.88	7.38	0.0109	150
rotifer_0.0_8x_20.hist	histogram	genome-skim	8.23	97661052	0.88	7.59	0.0110	150
rotifer_0.001_2x_23.hist	histogram	genome-skim	2.02	99364760	0.87	7.20	0.0056	150
rotifer_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.02	99831630	0.89	7.47	0.0167	150
rotifer_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.34	96395468	0.89	8.06	0.0172	150
rotifer_0.001_1x_20.hist	histogram	genome-skim	0.99	101623975	0.90	7.92	0.0106	150
rotifer_0.0_4x_23.hist	histogram	genome-skim	4.05	99250915	0.87	7.59	0.0056	150
rotifer_0.001_8x_20.hist	histogram	genome-skim	8.23	97654753	0.88	7.77	0.0110	150
rotifer_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.02	98762246	0.93	7.87	0.0168	150
rotifer_0.0_1x_20.hist	histogram	genome-skim	1.03	97828774	0.91	8.73	0.0108	150
rotifer_0.001_1x_25.hist	histogram	genome-skim	1.03	97255259	0.89	6.11	0.0039	150
rotifer_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.20	97998247	0.92	5.60	0.0113	150
rotifer_0.0_2x_25.hist	histogram	genome-skim	2.01	99676440	0.86	8.09	0.0036	150
rotifer_0.001_2x_25.hist	histogram	genome-skim	2.03	99068543	0.87	7.87	0.0036	150
rotifer_0.01_8x_25.hist	histogram	genome-skim	8.06	99676747	0.91	5.41	0.0034	150
rotifer_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.06	97637743	0.88	7.99	0.0115	150
rotifer_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.01	99226718	0.89	7.18	0.0111	150
rotifer_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.01	99651920	0.91	5.46	0.0027	150
rotifer_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.05	99842775	0.91	5.39	0.0027	150
rotifer_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.01	100161892	0.86	8.68	0.0028	150
rotifer_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.00	100191960	0.88	8.48	0.0031	150
rotifer_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.05	97783224	0.88	7.89	0.0115	150
rotifer_0.01_2x_23.hist	histogram	genome-skim	2.02	99656818	0.91	5.51	0.0054	150
rotifer_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.20	98022559	0.92	5.77	0.0166	150
rotifer_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.09	99358359	0.86	7.79	0.0028	150
rotifer_0.01_1x_25.hist	histogram	genome-skim	1.02	98751965	0.92	5.50	0.0037	150
rotifer_0.001_8x_23.hist	histogram	genome-skim	8.15	98627238	0.87	8.01	0.0056	150
rotifer_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.03	97337266	0.88	8.83	0.0033	150
rotifer_0.001_4x_23.hist	histogram	genome-skim	4.04	99479771	0.87	7.82	0.0056	150
rotifer_0.0_2x_20.hist	histogram	genome-skim	2.02	99294279	0.87	7.63	0.0108	150
rotifer_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.01	100190480	0.93	5.57	0.0163	150
rotifer_0.001_1x_23.hist	histogram	genome-skim	1.03	97422197	0.89	7.60	0.0058	150
rotifer_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.98	102167496	0.90	7.33	0.0112	150
rotifer_0.0_2x_23.hist	histogram	genome-skim	2.03	99172440	0.86	8.09	0.0056	150
rotifer_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.99	101313196	0.94	4.84	0.0110	150
rotifer_0.01_1x_20.hist	histogram	genome-skim	1.02	98809305	0.93	5.57	0.0105	150
rotifer_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.10	97926132	0.88	7.96	0.0115	150
rotifer_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.97	103704154	0.94	4.70	0.0162	150
rotifer_0.001_8x_25.hist	histogram	genome-skim	8.09	99302517	0.86	7.49	0.0036	150
rotifer_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96622322	0.89	7.50	0.0171	150
rotifer_0.0_1x_23.hist	histogram	genome-skim	1.02	98635489	0.89	8.13	0.0056	150
rotifer_0.0_1x_25.hist	histogram	genome-skim	1.02	98779664	0.88	8.41	0.0038	150
rotifer_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.32	96543933	0.88	8.18	0.0118	150
rotifer_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.01	100051157	0.92	4.62	0.0163	150
rotifer_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.02	99781489	0.88	7.98	0.0168	150
rotifer_0.01_4x_20.hist	histogram	genome-skim	4.02	99850170	0.92	5.48	0.0106	150
rotifer_0.001_2x_20.hist	histogram	genome-skim	2.03	99154110	0.88	7.76	0.0108	150
rotifer_0.001_4x_25.hist	histogram	genome-skim	4.02	99893104	0.86	7.92	0.0036	150
rotifer_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.29	96896658	0.89	7.78	0.0117	150
