sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
leech_0.008_2x_1.hist	histogram	genome-skim	2.00	152488665	0.95	201.31	0.0033	150
leech_0.01_4x_1.hist	histogram	genome-skim	4.01	152094649	0.95	188.02	0.0033	150
leech_0.008_4x_1.hist	histogram	genome-skim	4.02	151840725	0.95	198.98	0.0033	150
leech_0.02_1x_1.hist	histogram	genome-skim	0.98	156256284	0.97	137.56	0.0031	150
leech_0.006_8x_1.hist	histogram	genome-skim	8.06	151429949	0.94	214.42	0.0033	150
leech_0.008_8x_1.hist	histogram	genome-skim	8.05	151593026	0.95	199.24	0.0033	150
leech_0.001_2x_1.hist	histogram	genome-skim	2.01	152106008	0.94	247.77	0.0033	150
leech_0.001_4x_1.hist	histogram	genome-skim	4.02	151630798	0.94	246.22	0.0033	150
leech_0.008_1x_1.hist	histogram	genome-skim	0.97	157019700	0.96	201.12	0.0031	150
leech_0.002_8x_1.hist	histogram	genome-skim	8.07	151289458	0.94	242.37	0.0033	150
leech_0.002_2x_1.hist	histogram	genome-skim	2.01	151800324	0.94	242.60	0.0033	150
leech_0.02_2x_1.hist	histogram	genome-skim	1.99	153117568	0.96	137.14	0.0032	150
leech_0.004_8x_1.hist	histogram	genome-skim	8.06	151434155	0.94	225.97	0.0033	150
leech_0.02_8x_1.hist	histogram	genome-skim	8.03	151998978	0.96	137.48	0.0032	150
leech_0.006_4x_1.hist	histogram	genome-skim	4.02	151755204	0.95	212.74	0.0033	150
leech_0.002_1x_1.hist	histogram	genome-skim	1.00	152843127	0.95	240.26	0.0033	150
leech_0.004_4x_1.hist	histogram	genome-skim	4.03	151581949	0.94	226.15	0.0033	150
leech_0.0_4x_1.hist	histogram	genome-skim	4.03	151527552	0.93	255.61	0.0033	150
leech_0.006_1x_1.hist	histogram	genome-skim	0.99	154733740	0.95	211.72	0.0032	150
leech_0.002_4x_1.hist	histogram	genome-skim	4.03	151461065	0.94	241.76	0.0033	150
leech_0.0_1x_1.hist	histogram	genome-skim	1.00	152652820	0.95	256.57	0.0033	150
leech_0.02_4x_1.hist	histogram	genome-skim	4.00	152383682	0.96	138.11	0.0033	150
leech_0.01_2x_1.hist	histogram	genome-skim	2.00	152208715	0.95	185.74	0.0033	150
leech_0.01_1x_1.hist	histogram	genome-skim	0.99	153375703	0.96	184.74	0.0033	150
leech_0.004_1x_1.hist	histogram	genome-skim	0.99	153376307	0.95	230.28	0.0033	150
leech_0.004_2x_1.hist	histogram	genome-skim	2.02	151429131	0.95	225.56	0.0033	150
leech_0.0_2x_1.hist	histogram	genome-skim	2.01	151622447	0.94	256.87	0.0033	150
leech_0.001_1x_1.hist	histogram	genome-skim	1.00	153221788	0.95	251.46	0.0033	150
leech_0.0_8x_1.hist	histogram	genome-skim	8.07	151152460	0.93	255.02	0.0033	150
leech_0.001_8x_1.hist	histogram	genome-skim	8.08	151096074	0.93	247.21	0.0033	150
leech_0.006_2x_1.hist	histogram	genome-skim	2.01	152132960	0.95	214.31	0.0033	150
leech_0.01_8x_1.hist	histogram	genome-skim	8.06	151532148	0.95	188.26	0.0033	150
