sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.01_4x_20.hist	histogram	genome-skim	4.27	194475366	0.69	29.65	0.0124	150
club-moss_0.01_2x_25.hist	histogram	genome-skim	2.17	191202613	0.69	27.91	0.0041	150
club-moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.26	201144792	0.64	27.87	0.0034	150
club-moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.14	182941446	0.79	28.73	0.0116	150
club-moss_0.01_2x_23.hist	histogram	genome-skim	2.20	188647831	0.71	29.22	0.0062	150
club-moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.60	180662663	0.53	42.64	0.0154	150
club-moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.35	153263613	0.73	39.23	0.0121	150
club-moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.47	196125256	0.48	38.75	0.0043	150
club-moss_0.001_8x_23.hist	histogram	genome-skim	8.76	189639550	0.49	40.19	0.0083	150
club-moss_0.01_4x_25.hist	histogram	genome-skim	4.22	196711465	0.66	27.99	0.0043	150
club-moss_0.01_1x_20.hist	histogram	genome-skim	0.81	257923081	0.49	28.43	0.0107	150
club-moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.24	195891546	0.52	42.75	0.0201	150
club-moss_0.001_1x_23.hist	histogram	genome-skim	1.29	161149636	0.69	37.57	0.0064	150
club-moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.18	198482151	0.65	28.40	0.0033	150
club-moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.15	199930246	0.45	40.10	0.0041	150
club-moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	13.44	123641707	0.78	63.00	0.0327	150
club-moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	11.32	146780970	0.88	39.80	0.0269	150
club-moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	13.72	121068747	0.76	66.81	0.0336	150
club-moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.16	191869507	0.72	28.93	0.0177	150
club-moss_0.0_2x_25.hist	histogram	genome-skim	2.42	171844991	0.59	39.65	0.0046	150
club-moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.97	213435024	0.51	38.14	0.0162	150
club-moss_0.01_8x_25.hist	histogram	genome-skim	8.33	199515293	0.64	28.16	0.0044	150
club-moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.14	194516967	0.52	40.33	0.0184	150
club-moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.28	161721915	0.67	38.06	0.0039	150
club-moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.98	184960530	0.69	30.88	0.0143	150
club-moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.15	199979317	0.68	29.64	0.0184	150
club-moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.18	176394717	0.66	38.65	0.0120	150
club-moss_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.82	253970197	0.53	27.42	0.0161	150
club-moss_0.01_8x_23.hist	histogram	genome-skim	8.48	195807297	0.65	29.55	0.0068	150
club-moss_0.01_8x_20.hist	histogram	genome-skim	8.73	190227858	0.68	30.15	0.0130	150
club-moss_0.0_4x_25.hist	histogram	genome-skim	4.17	199217702	0.45	40.14	0.0051	150
club-moss_0.01_4x_23.hist	histogram	genome-skim	4.30	193274792	0.67	28.73	0.0066	150
club-moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.60	180503953	0.50	44.28	0.0157	150
club-moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.12	185482018	0.74	27.99	0.0037	150
club-moss_0.001_2x_20.hist	histogram	genome-skim	2.39	173688375	0.61	40.18	0.0123	150
club-moss_0.001_1x_25.hist	histogram	genome-skim	1.28	162443449	0.68	40.10	0.0046	150
club-moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.27	194575188	0.50	42.27	0.0203	150
club-moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.92	167519198	0.54	46.73	0.0176	150
club-moss_0.001_4x_25.hist	histogram	genome-skim	4.13	200914439	0.46	38.13	0.0049	150
club-moss_0.0_8x_23.hist	histogram	genome-skim	8.94	185838001	0.48	41.59	0.0086	150
club-moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.96	215227247	0.56	34.98	0.0162	150
club-moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.64	157508556	0.65	41.68	0.0138	150
club-moss_0.0_4x_23.hist	histogram	genome-skim	4.29	193765258	0.47	40.07	0.0080	150
club-moss_0.0_4x_20.hist	histogram	genome-skim	4.32	192188832	0.48	42.14	0.0143	150
club-moss_0.0_2x_23.hist	histogram	genome-skim	2.49	166793382	0.62	40.45	0.0068	150
club-moss_0.001_4x_23.hist	histogram	genome-skim	4.20	197636077	0.47	39.49	0.0078	150
club-moss_0.0_2x_20.hist	histogram	genome-skim	2.57	161857802	0.64	41.08	0.0124	150
club-moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.48	196015036	0.45	40.35	0.0045	150
club-moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.57	161304051	0.65	39.20	0.0137	150
club-moss_0.001_2x_23.hist	histogram	genome-skim	2.44	170450088	0.62	38.94	0.0068	150
club-moss_0.001_8x_25.hist	histogram	genome-skim	8.60	193256364	0.48	38.99	0.0055	150
club-moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.24	185028562	0.73	30.31	0.0128	150
club-moss_0.0_8x_25.hist	histogram	genome-skim	8.64	192209256	0.46	41.07	0.0058	150
club-moss_0.0_1x_23.hist	histogram	genome-skim	1.29	160710726	0.67	39.47	0.0063	150
club-moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.35	176846129	0.56	39.21	0.0038	150
club-moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.34	177126999	0.59	38.10	0.0037	150
club-moss_0.001_4x_20.hist	histogram	genome-skim	4.22	196734752	0.49	42.13	0.0141	150
club-moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.73	170672000	0.55	44.43	0.0171	150
club-moss_0.0_1x_20.hist	histogram	genome-skim	1.22	170901337	0.66	39.66	0.0110	150
club-moss_0.01_1x_23.hist	histogram	genome-skim	1.12	186153211	0.75	27.90	0.0061	150
club-moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.17	191592388	0.69	28.71	0.0033	150
club-moss_0.0_8x_20.hist	histogram	genome-skim	9.47	175507354	0.52	45.35	0.0160	150
club-moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.41	188360454	0.70	30.08	0.0135	150
club-moss_0.0_1x_25.hist	histogram	genome-skim	1.27	163076329	0.64	37.54	0.0046	150
club-moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.07	200163492	0.52	39.74	0.0183	150
club-moss_0.001_1x_20.hist	histogram	genome-skim	1.00	208579041	0.48	38.29	0.0110	150
club-moss_0.001_2x_25.hist	histogram	genome-skim	2.39	174002964	0.60	37.98	0.0046	150
club-moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.30	159860566	0.65	40.10	0.0039	150
club-moss_0.001_8x_20.hist	histogram	genome-skim	9.25	179578511	0.52	44.04	0.0155	150
club-moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.11	202072293	0.46	38.04	0.0039	150
club-moss_0.01_2x_20.hist	histogram	genome-skim	2.18	190772573	0.71	29.52	0.0117	150
club-moss_0.01_1x_25.hist	histogram	genome-skim	1.12	185711718	0.74	27.74	0.0043	150
