sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
nematode_0.006_2x_1.hist	histogram	genome-skim	2.03	207367541	0.79	22.47	0.0037	150
nematode_0.001_8x_1.hist	histogram	genome-skim	8.23	204376866	0.74	26.37	0.0040	150
nematode_0.008_1x_1.hist	histogram	genome-skim	1.02	206472345	0.82	21.62	0.0039	150
nematode_0.01_2x_1.hist	histogram	genome-skim	2.03	207188959	0.82	19.35	0.0037	150
nematode_0.008_2x_1.hist	histogram	genome-skim	2.03	207378305	0.80	20.52	0.0037	150
nematode_0.001_1x_1.hist	histogram	genome-skim	1.03	204612615	0.77	25.56	0.0040	150
nematode_0.002_1x_1.hist	histogram	genome-skim	1.05	199664074	0.79	24.35	0.0041	150
nematode_0.001_4x_1.hist	histogram	genome-skim	4.12	204076918	0.75	25.67	0.0040	150
nematode_0.004_4x_1.hist	histogram	genome-skim	4.09	205424652	0.77	23.90	0.0039	150
nematode_0.004_8x_1.hist	histogram	genome-skim	8.19	205273953	0.77	23.47	0.0039	150
nematode_0.01_4x_1.hist	histogram	genome-skim	4.06	207065259	0.82	19.47	0.0037	150
nematode_0.002_2x_1.hist	histogram	genome-skim	2.06	204081381	0.76	25.33	0.0039	150
nematode_0.01_8x_1.hist	histogram	genome-skim	8.14	206664632	0.82	19.59	0.0037	150
nematode_0.002_4x_1.hist	histogram	genome-skim	4.11	204573270	0.75	25.40	0.0039	150
nematode_0.02_2x_1.hist	histogram	genome-skim	2.02	208378826	0.88	14.14	0.0035	150
nematode_0.008_4x_1.hist	histogram	genome-skim	4.05	207535028	0.80	20.36	0.0037	150
nematode_0.02_8x_1.hist	histogram	genome-skim	8.09	207990141	0.87	13.84	0.0035	150
nematode_0.006_8x_1.hist	histogram	genome-skim	8.17	205843465	0.79	22.23	0.0038	150
nematode_0.002_8x_1.hist	histogram	genome-skim	8.20	205061097	0.75	25.52	0.0040	150
nematode_0.02_1x_1.hist	histogram	genome-skim	1.01	208556749	0.89	13.81	0.0037	150
nematode_0.006_4x_1.hist	histogram	genome-skim	4.06	206908093	0.78	22.12	0.0038	150
nematode_0.006_1x_1.hist	histogram	genome-skim	1.02	205576148	0.81	22.51	0.0039	150
nematode_0.004_1x_1.hist	histogram	genome-skim	1.03	204886225	0.80	24.09	0.0040	150
nematode_0.001_2x_1.hist	histogram	genome-skim	2.06	203671696	0.75	25.42	0.0040	150
nematode_0.0_2x_1.hist	histogram	genome-skim	2.07	203520083	0.74	27.17	0.0040	150
nematode_0.008_8x_1.hist	histogram	genome-skim	8.15	206360796	0.80	20.87	0.0037	150
nematode_0.01_1x_1.hist	histogram	genome-skim	1.01	207384960	0.84	19.44	0.0038	150
nematode_0.0_4x_1.hist	histogram	genome-skim	4.14	203296186	0.74	26.73	0.0040	150
nematode_0.02_4x_1.hist	histogram	genome-skim	4.03	208835507	0.87	13.86	0.0035	150
nematode_0.0_8x_1.hist	histogram	genome-skim	8.24	204039105	0.73	26.82	0.0041	150
nematode_0.0_1x_1.hist	histogram	genome-skim	1.04	202129057	0.77	27.47	0.0041	150
nematode_0.004_2x_1.hist	histogram	genome-skim	2.04	205828174	0.77	23.82	0.0038	150
