sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
nematode_0.006_2x_1.hist	163052119	9355116	1710794	634445	357841	225074	211534	103928	50403	57660	67258	71914	27609	15261	13979	20228	32085	13367	3249	7997	15105	24728	15923	4658	273	818	1947	5191	22457	11227	3325	987	393	44	13	0	0	12521	19004	1054	350	142	74	27	3	0	0	0	0	28374	207367541
nematode_0.001_8x_1.hist	151697403	11039961	1818187	706388	370631	230467	201266	114741	91950	103458	50091	56602	53751	29712	19428	28113	22330	9303	10357	23113	14991	4683	9360	18200	12681	7044	1589	3898	15132	7565	5224	1551	9488	6897	2193	136	38	4359	13552	751	249	101	52	10433	4607	1534	687	228	75	13660	204376866
nematode_0.008_1x_1.hist	166345617	8639663	1549910	581912	327625	205874	221125	108641	42776	32743	38193	43157	60000	48345	25016	7958	4586	1910	3021	7436	14045	22993	38813	11356	667	369	82	25	7	2	0	0	6246	18739	24127	1506	432	234	45	1	0	0	0	0	0	0	0	0	0	37836	206472345
nematode_0.01_2x_1.hist	169804269	7739554	1435941	540746	300063	187032	113024	55529	76647	87683	59282	29235	11223	11629	14428	20878	33116	39149	6227	3389	2197	899	4272	8306	17749	20273	4576	1472	489	243	71	20	8622	15675	4986	310	88	47	8	12510	4169	1707	905	338	55	17	6	1	0	20220	207188959
nematode_0.008_2x_1.hist	166593727	8526566	1602223	593272	334453	210309	198783	97664	46289	52954	61768	69797	32565	18001	9314	10354	16422	21922	25326	13787	8942	2793	2497	4855	10373	22036	4975	1601	532	265	9021	12293	4916	566	179	10	1	0	12518	11293	3763	1541	817	305	49	15	6	1	0	21198	207378305
nematode_0.001_1x_1.hist	154322814	10382227	2041999	747406	405285	257528	202270	180684	140445	71626	34678	39185	54479	53390	27626	8789	5065	4228	8901	21909	41384	34180	14810	4332	253	140	30	8	1	0	0	0	52369	13795	4388	273	77	41	7	0	0	0	0	0	0	0	0	0	0	46984	204612615
nematode_0.002_1x_1.hist	153936385	9260796	1566926	648306	324960	197376	100458	89737	135549	139663	67620	33348	12802	11911	14778	21384	33918	45279	15346	8354	5418	1692	2574	5005	10695	34224	7881	2537	844	421	123	35	13	0	46775	2922	839	456	90	4	0	0	0	0	0	0	0	0	0	43264	199664074
nematode_0.001_4x_1.hist	152200922	10660030	1901984	717032	395149	245306	125504	98681	149059	82481	42148	47626	66215	37471	19389	10698	16969	22652	20089	10936	7092	6204	29469	8622	4791	9009	2033	653	14734	17328	5133	1524	608	69	12008	8350	2399	1307	260	13	3	10238	9320	3494	581	192	85	27	8	19621	204076918
nematode_0.004_4x_1.hist	158576533	9799073	1727538	659151	356180	219657	159931	142863	91520	52295	61000	68929	40121	22178	11475	14912	23653	31575	12808	6972	4521	4407	20936	28758	1690	938	210	66	11009	20136	5965	1771	707	80	24	7706	7562	4124	823	44	13	8992	8420	3156	525	174	77	24	7	19347	205424652
nematode_0.004_8x_1.hist	158502963	9892052	1677079	650988	341054	211918	179064	111141	84782	95760	46364	48948	42257	23358	17843	25819	14883	14840	21307	11599	7523	12315	13292	5874	12551	10973	2476	1259	15159	7578	2244	665	3196	9588	6177	385	109	58	13019	2257	751	307	161	12401	2310	769	343	113	36	14742	205273953
