sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.02_8x_1.hist	histogram	genome-skim	8.04	99906107	0.94	4.02	0.0033	150
rotifer_0.01_2x_1.hist	histogram	genome-skim	2.01	99709695	0.91	5.55	0.0034	150
rotifer_0.01_4x_1.hist	histogram	genome-skim	4.01	100196421	0.90	5.35	0.0034	150
rotifer_0.002_8x_1.hist	histogram	genome-skim	8.09	99290901	0.87	7.38	0.0035	150
rotifer_0.008_2x_1.hist	histogram	genome-skim	2.02	99295867	0.90	5.98	0.0035	150
rotifer_0.008_8x_1.hist	histogram	genome-skim	8.06	99629760	0.90	5.86	0.0035	150
rotifer_0.006_8x_1.hist	histogram	genome-skim	8.07	99521041	0.89	6.55	0.0035	150
rotifer_0.006_2x_1.hist	histogram	genome-skim	2.02	99626245	0.89	6.42	0.0035	150
rotifer_0.008_1x_1.hist	histogram	genome-skim	1.02	98622559	0.92	6.55	0.0037	150
rotifer_0.02_2x_1.hist	histogram	genome-skim	2.00	100208235	0.94	4.15	0.0034	150
rotifer_0.01_1x_1.hist	histogram	genome-skim	1.03	97400954	0.93	5.78	0.0038	150
rotifer_0.001_1x_1.hist	histogram	genome-skim	1.01	99658943	0.89	8.24	0.0038	150
rotifer_0.004_8x_1.hist	histogram	genome-skim	8.08	99383762	0.88	6.95	0.0035	150
rotifer_0.0_4x_1.hist	histogram	genome-skim	4.04	99509984	0.86	7.63	0.0036	150
rotifer_0.001_4x_1.hist	histogram	genome-skim	4.03	99640663	0.86	7.65	0.0036	150
rotifer_0.0_8x_1.hist	histogram	genome-skim	8.10	99210561	0.86	7.61	0.0036	150
rotifer_0.0_2x_1.hist	histogram	genome-skim	2.02	99688912	0.86	7.13	0.0036	150
rotifer_0.004_2x_1.hist	histogram	genome-skim	2.02	99501804	0.88	6.94	0.0035	150
rotifer_0.0_1x_1.hist	histogram	genome-skim	1.01	99373158	0.88	8.30	0.0038	150
rotifer_0.006_1x_1.hist	histogram	genome-skim	1.00	100177045	0.91	6.36	0.0037	150
rotifer_0.002_4x_1.hist	histogram	genome-skim	4.02	99811379	0.87	7.69	0.0035	150
rotifer_0.006_4x_1.hist	histogram	genome-skim	4.02	99976003	0.89	6.99	0.0035	150
rotifer_0.02_4x_1.hist	histogram	genome-skim	4.02	99992313	0.94	4.38	0.0033	150
rotifer_0.001_8x_1.hist	histogram	genome-skim	8.10	99182138	0.87	7.52	0.0036	150
rotifer_0.02_1x_1.hist	histogram	genome-skim	1.02	98899443	0.95	4.11	0.0036	150
rotifer_0.004_1x_1.hist	histogram	genome-skim	1.02	98140650	0.91	6.75	0.0037	150
rotifer_0.002_1x_1.hist	histogram	genome-skim	1.00	100667011	0.88	6.71	0.0038	150
rotifer_0.001_2x_1.hist	histogram	genome-skim	2.01	100106222	0.86	8.08	0.0036	150
rotifer_0.01_8x_1.hist	histogram	genome-skim	8.07	99594273	0.91	5.60	0.0034	150
rotifer_0.002_2x_1.hist	histogram	genome-skim	2.01	99917641	0.87	8.06	0.0035	150
rotifer_0.008_4x_1.hist	histogram	genome-skim	4.02	99935917	0.90	6.16	0.0035	150
rotifer_0.004_4x_1.hist	histogram	genome-skim	4.03	99737811	0.88	6.70	0.0035	150
