sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
leech_0.008_4x_1.hist	histogram	genome-skim	4.02	151802705	0.95	199.00	0.0033	150
leech_0.0_4x_1.hist	histogram	genome-skim	4.03	151238973	0.93	256.02	0.0033	150
leech_0.004_8x_1.hist	histogram	genome-skim	8.06	151343535	0.94	226.62	0.0033	150
leech_0.001_2x_1.hist	histogram	genome-skim	2.01	151904351	0.94	248.12	0.0033	150
leech_0.01_4x_1.hist	histogram	genome-skim	4.02	151956465	0.95	187.86	0.0033	150
leech_0.008_2x_1.hist	histogram	genome-skim	2.00	152452998	0.95	199.43	0.0032	150
leech_0.01_8x_1.hist	histogram	genome-skim	8.04	151756391	0.95	188.20	0.0033	150
leech_0.004_2x_1.hist	histogram	genome-skim	2.01	151639837	0.94	226.22	0.0033	150
leech_0.008_1x_1.hist	histogram	genome-skim	0.99	154322570	0.96	204.82	0.0032	150
leech_0.002_1x_1.hist	histogram	genome-skim	1.00	152205447	0.95	239.08	0.0033	150
leech_0.006_1x_1.hist	histogram	genome-skim	0.99	153959879	0.95	211.61	0.0032	150
leech_0.02_8x_1.hist	histogram	genome-skim	8.04	151880613	0.96	135.82	0.0032	150
leech_0.02_2x_1.hist	histogram	genome-skim	1.99	153213224	0.96	137.17	0.0032	150
leech_0.01_2x_1.hist	histogram	genome-skim	2.01	151865470	0.95	186.34	0.0033	150
leech_0.0_2x_1.hist	histogram	genome-skim	2.01	151617214	0.94	255.69	0.0033	150
leech_0.001_8x_1.hist	histogram	genome-skim	8.07	151274965	0.93	248.15	0.0033	150
leech_0.002_4x_1.hist	histogram	genome-skim	4.03	151334623	0.94	237.69	0.0033	150
leech_0.006_8x_1.hist	histogram	genome-skim	8.05	151560244	0.94	213.21	0.0033	150
leech_0.02_4x_1.hist	histogram	genome-skim	4.00	152396887	0.96	135.93	0.0032	150
leech_0.006_4x_1.hist	histogram	genome-skim	4.02	152027286	0.94	212.32	0.0033	150
leech_0.001_4x_1.hist	histogram	genome-skim	4.03	151509435	0.94	247.74	0.0033	150
leech_0.02_1x_1.hist	histogram	genome-skim	0.98	155168026	0.97	133.76	0.0032	150
leech_0.002_2x_1.hist	histogram	genome-skim	2.02	151351903	0.94	241.66	0.0033	150
leech_0.01_1x_1.hist	histogram	genome-skim	1.00	152636700	0.96	186.53	0.0033	150
leech_0.002_8x_1.hist	histogram	genome-skim	8.06	151367807	0.94	239.14	0.0033	150
leech_0.0_8x_1.hist	histogram	genome-skim	8.07	151209096	0.93	256.18	0.0033	150
leech_0.006_2x_1.hist	histogram	genome-skim	2.01	151900331	0.95	212.77	0.0033	150
leech_0.004_4x_1.hist	histogram	genome-skim	4.02	151729858	0.94	225.98	0.0033	150
leech_0.001_1x_1.hist	histogram	genome-skim	1.00	152918929	0.95	249.05	0.0032	150
leech_0.0_1x_1.hist	histogram	genome-skim	1.02	150113651	0.95	258.93	0.0034	150
leech_0.008_8x_1.hist	histogram	genome-skim	8.05	151608402	0.95	199.60	0.0033	150
leech_0.004_1x_1.hist	histogram	genome-skim	1.00	153031166	0.95	223.88	0.0032	150
