sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
oyster_0.004_2x_1.hist	histogram	genome-skim	2.02	97060951	0.69	126.24	0.0041	150
oyster_0.01_1x_1.hist	histogram	genome-skim	1.05	93412227	0.78	107.25	0.0043	150
oyster_0.002_8x_1.hist	histogram	genome-skim	8.26	95202894	0.69	138.69	0.0043	150
oyster_0.004_1x_1.hist	histogram	genome-skim	1.05	93303862	0.73	128.05	0.0046	150
oyster_0.006_1x_1.hist	histogram	genome-skim	1.03	95068824	0.75	120.26	0.0044	150
oyster_0.004_4x_1.hist	histogram	genome-skim	4.07	96610611	0.70	126.81	0.0041	150
oyster_0.02_8x_1.hist	histogram	genome-skim	8.12	96791535	0.84	76.36	0.0036	150
oyster_0.008_1x_1.hist	histogram	genome-skim	1.04	94782266	0.77	114.35	0.0043	150
oyster_0.002_1x_1.hist	histogram	genome-skim	0.99	99142502	0.68	142.01	0.0046	150
oyster_0.001_2x_1.hist	histogram	genome-skim	2.01	97816052	0.65	142.54	0.0043	150
oyster_0.0_4x_1.hist	histogram	genome-skim	4.09	96048910	0.65	146.73	0.0044	150
oyster_0.008_4x_1.hist	histogram	genome-skim	4.07	96533582	0.74	114.14	0.0040	150
oyster_0.001_1x_1.hist	histogram	genome-skim	0.86	113580273	0.54	142.94	0.0046	150
oyster_0.006_2x_1.hist	histogram	genome-skim	2.02	97140482	0.71	120.00	0.0040	150
oyster_0.01_2x_1.hist	histogram	genome-skim	2.02	97455459	0.75	105.53	0.0039	150
oyster_0.0_2x_1.hist	histogram	genome-skim	1.98	99081479	0.63	144.80	0.0043	150
oyster_0.006_8x_1.hist	histogram	genome-skim	8.20	95895062	0.73	121.92	0.0041	150
oyster_0.008_8x_1.hist	histogram	genome-skim	8.20	95882106	0.75	113.62	0.0040	150
oyster_0.008_2x_1.hist	histogram	genome-skim	2.03	96963037	0.73	113.82	0.0040	150
oyster_0.004_8x_1.hist	histogram	genome-skim	8.26	95187052	0.71	127.68	0.0042	150
oyster_0.006_4x_1.hist	histogram	genome-skim	4.07	96619743	0.72	120.53	0.0040	150
oyster_0.001_8x_1.hist	histogram	genome-skim	8.29	94826798	0.68	143.10	0.0044	150
oyster_0.02_4x_1.hist	histogram	genome-skim	4.05	97146917	0.83	76.52	0.0036	150
oyster_0.0_8x_1.hist	histogram	genome-skim	8.30	94688445	0.67	146.73	0.0044	150
oyster_0.0_1x_1.hist	histogram	genome-skim	0.98	100357007	0.63	145.08	0.0048	150
oyster_0.01_4x_1.hist	histogram	genome-skim	4.06	96803104	0.76	106.58	0.0039	150
oyster_0.001_4x_1.hist	histogram	genome-skim	4.08	96237986	0.66	141.99	0.0043	150
oyster_0.02_1x_1.hist	histogram	genome-skim	0.98	100689039	0.83	78.50	0.0038	150
oyster_0.01_8x_1.hist	histogram	genome-skim	8.18	96024224	0.77	105.24	0.0039	150
oyster_0.002_2x_1.hist	histogram	genome-skim	2.02	97370076	0.66	137.88	0.0042	150
oyster_0.02_2x_1.hist	histogram	genome-skim	2.01	97954897	0.82	77.24	0.0036	150
oyster_0.002_4x_1.hist	histogram	genome-skim	4.08	96203422	0.68	139.23	0.0043	150
