sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_2x_23.hist	histogram	genome-skim	1.92	107868400	0.47	6.77	0.0076	150
moss_0.0_2x_20.hist	histogram	genome-skim	2.00	103613587	0.54	6.90	0.0136	150
moss_0.01_2x_20.hist	histogram	genome-skim	2.00	103808980	0.64	4.82	0.0122	150
moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.88	110494646	0.53	7.08	0.0197	150
moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.07	101998990	0.65	4.75	0.0034	150
moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.06	97949997	0.62	6.75	0.0142	150
moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.35	99382698	0.53	6.61	0.0042	150
moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.22	100852719	0.66	4.77	0.0035	150
moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.29	96560828	0.69	5.26	0.0138	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.96	105687858	0.61	4.87	0.0043	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.57	96769306	0.55	6.84	0.0080	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.10	101234161	0.65	5.00	0.0067	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.63	96082057	0.70	5.07	0.0129	150
moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.87	119057929	0.62	6.72	0.0185	150
moss_0.001_8x_20.hist	histogram	genome-skim	12.58	65929769	0.84	10.25	0.0261	150
moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.07	100171053	0.65	5.15	0.0135	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.39	98824358	0.55	6.43	0.0051	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.06	102112307	0.53	6.87	0.0078	150
moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.25	100557330	0.56	9.88	0.0298	150
moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.95	106156541	0.57	7.27	0.0198	150
moss_0.0_1x_20.hist	histogram	genome-skim	1.05	98546117	0.62	6.58	0.0129	150
moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.60	171479115	0.44	6.92	0.0184	150
moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	0.97	106820137	0.50	6.66	0.0046	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.09	101343683	0.67	5.08	0.0127	150
moss_0.001_1x_23.hist	histogram	genome-skim	0.96	107474673	0.51	6.50	0.0075	150
moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102376796	0.52	6.43	0.0040	150
moss_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.03	100904741	0.81	4.94	0.0173	150
moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.00	103888152	0.67	5.10	0.0126	150
moss_0.0_1x_23.hist	histogram	genome-skim	0.97	106905874	0.54	6.48	0.0076	150
moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.28	100211521	0.56	9.40	0.0295	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.05	102402805	0.51	6.86	0.0080	150
moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	0.98	105792005	0.62	5.16	0.0039	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.55	96991346	0.57	6.66	0.0078	150
moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.93	107697230	0.64	4.89	0.0184	150
moss_0.001_2x_20.hist	histogram	genome-skim	2.00	103626641	0.54	6.50	0.0134	150
moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	1.85	111959812	0.46	6.22	0.0040	150
moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	1.88	110341894	0.45	6.53	0.0041	150
moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.95	92654041	0.72	5.23	0.0142	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.08	101562394	0.53	6.49	0.0051	150
moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	0.98	106053785	0.49	7.10	0.0047	150
moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.53	97193188	0.65	6.41	0.0268	150
moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.04	101648677	0.52	7.06	0.0151	150
moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.34	99431134	0.55	6.49	0.0040	150
moss_0.01_1x_23.hist	histogram	genome-skim	0.98	106096392	0.64	4.68	0.0066	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.76	64995739	0.83	10.18	0.0265	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.06	102036356	0.51	6.58	0.0052	150
