sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
nematode_0.01_8x_1.hist	histogram	genome-skim	8.14	206691141	0.82	19.57	0.0037	150
nematode_0.01_1x_1.hist	histogram	genome-skim	1.02	205363696	0.84	19.63	0.0038	150
nematode_0.001_2x_1.hist	histogram	genome-skim	2.07	202854609	0.75	25.58	0.0040	150
nematode_0.02_2x_1.hist	histogram	genome-skim	2.03	207529533	0.88	14.58	0.0035	150
nematode_0.002_8x_1.hist	histogram	genome-skim	8.21	204982463	0.75	25.32	0.0040	150
nematode_0.006_4x_1.hist	histogram	genome-skim	4.08	206324480	0.79	22.14	0.0038	150
nematode_0.006_2x_1.hist	histogram	genome-skim	2.04	205667452	0.79	22.17	0.0038	150
nematode_0.0_2x_1.hist	histogram	genome-skim	2.07	203377666	0.74	27.05	0.0040	150
nematode_0.002_4x_1.hist	histogram	genome-skim	4.09	205803964	0.75	25.23	0.0039	150
nematode_0.001_4x_1.hist	histogram	genome-skim	4.14	203336760	0.75	26.05	0.0040	150
nematode_0.004_4x_1.hist	histogram	genome-skim	4.07	206603783	0.77	23.84	0.0038	150
nematode_0.02_8x_1.hist	histogram	genome-skim	8.09	207878806	0.87	14.40	0.0035	150
nematode_0.02_1x_1.hist	histogram	genome-skim	1.01	207328780	0.89	14.32	0.0037	150
nematode_0.004_1x_1.hist	histogram	genome-skim	1.01	208378492	0.79	24.07	0.0039	150
nematode_0.01_2x_1.hist	histogram	genome-skim	2.03	207398826	0.82	19.32	0.0037	150
nematode_0.004_8x_1.hist	histogram	genome-skim	8.18	205568086	0.77	23.80	0.0039	150
nematode_0.0_4x_1.hist	histogram	genome-skim	4.14	202894313	0.74	26.47	0.0040	150
nematode_0.008_1x_1.hist	histogram	genome-skim	1.03	204367948	0.84	20.92	0.0039	150
nematode_0.002_1x_1.hist	histogram	genome-skim	1.01	207734137	0.78	25.46	0.0040	150
nematode_0.02_4x_1.hist	histogram	genome-skim	4.04	208184580	0.87	14.36	0.0035	150
nematode_0.01_4x_1.hist	histogram	genome-skim	4.05	207609228	0.82	19.55	0.0037	150
nematode_0.001_8x_1.hist	histogram	genome-skim	8.21	204817608	0.74	26.16	0.0040	150
nematode_0.006_1x_1.hist	histogram	genome-skim	1.01	207627280	0.81	21.07	0.0039	150
nematode_0.008_4x_1.hist	histogram	genome-skim	4.06	206919277	0.80	20.51	0.0037	150
nematode_0.0_1x_1.hist	histogram	genome-skim	1.05	201065509	0.77	27.29	0.0042	150
nematode_0.008_2x_1.hist	histogram	genome-skim	2.04	206309973	0.81	21.53	0.0037	150
nematode_0.0_8x_1.hist	histogram	genome-skim	8.22	204553842	0.73	27.22	0.0041	150
nematode_0.002_2x_1.hist	histogram	genome-skim	2.05	204967175	0.76	25.26	0.0039	150
nematode_0.006_8x_1.hist	histogram	genome-skim	8.17	205915435	0.79	22.27	0.0038	150
nematode_0.001_1x_1.hist	histogram	genome-skim	1.03	204063133	0.77	25.91	0.0041	150
nematode_0.004_2x_1.hist	histogram	genome-skim	2.05	205290978	0.77	23.78	0.0038	150
nematode_0.008_8x_1.hist	histogram	genome-skim	8.15	206287024	0.80	20.95	0.0037	150
