sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.006_2x_1.hist	histogram	genome-skim	2.21	187634964	0.64	32.61	0.0043	150
club-moss_0.002_1x_1.hist	histogram	genome-skim	1.26	164975363	0.68	35.50	0.0046	150
club-moss_0.008_4x_1.hist	histogram	genome-skim	4.26	194913007	0.63	30.66	0.0044	150
club-moss_0.004_2x_1.hist	histogram	genome-skim	2.26	183990871	0.62	33.45	0.0044	150
club-moss_0.002_2x_1.hist	histogram	genome-skim	2.33	177874065	0.61	36.05	0.0045	150
club-moss_0.008_8x_1.hist	histogram	genome-skim	8.36	198688932	0.61	30.64	0.0046	150
club-moss_0.002_8x_1.hist	histogram	genome-skim	8.56	194152119	0.51	38.00	0.0054	150
club-moss_0.008_2x_1.hist	histogram	genome-skim	2.19	189697664	0.67	29.78	0.0042	150
club-moss_0.004_4x_1.hist	histogram	genome-skim	4.11	201904122	0.52	34.77	0.0046	150
club-moss_0.008_1x_1.hist	histogram	genome-skim	1.15	180358381	0.73	31.13	0.0044	150
club-moss_0.006_4x_1.hist	histogram	genome-skim	4.32	192315409	0.61	32.12	0.0046	150
club-moss_0.0_2x_1.hist	histogram	genome-skim	2.42	171647242	0.59	39.03	0.0046	150
club-moss_0.0_4x_1.hist	histogram	genome-skim	4.17	198967611	0.45	40.28	0.0051	150
club-moss_0.01_8x_1.hist	histogram	genome-skim	8.32	199680015	0.64	28.83	0.0044	150
club-moss_0.02_4x_1.hist	histogram	genome-skim	4.12	201445909	0.76	20.38	0.0038	150
club-moss_0.0_8x_1.hist	histogram	genome-skim	8.65	192080331	0.46	40.74	0.0058	150
club-moss_0.002_4x_1.hist	histogram	genome-skim	4.13	200946632	0.49	37.15	0.0048	150
club-moss_0.01_2x_1.hist	histogram	genome-skim	2.17	191285518	0.69	28.92	0.0041	150
club-moss_0.01_1x_1.hist	histogram	genome-skim	1.12	185346542	0.74	28.56	0.0043	150
club-moss_0.001_2x_1.hist	histogram	genome-skim	2.40	173078192	0.61	38.12	0.0046	150
club-moss_0.006_1x_1.hist	histogram	genome-skim	1.19	175197813	0.72	31.44	0.0045	150
club-moss_0.01_4x_1.hist	histogram	genome-skim	4.23	196525843	0.66	28.45	0.0042	150
club-moss_0.006_8x_1.hist	histogram	genome-skim	8.41	197438830	0.58	32.53	0.0048	150
club-moss_0.004_8x_1.hist	histogram	genome-skim	8.49	195558688	0.55	35.37	0.0050	150
club-moss_0.02_8x_1.hist	histogram	genome-skim	8.19	202876898	0.75	20.43	0.0039	150
club-moss_0.001_1x_1.hist	histogram	genome-skim	1.29	160416681	0.68	38.74	0.0046	150
club-moss_0.02_2x_1.hist	histogram	genome-skim	2.06	201290597	0.77	20.67	0.0038	150
club-moss_0.001_8x_1.hist	histogram	genome-skim	8.60	193086344	0.48	39.28	0.0056	150
club-moss_0.004_1x_1.hist	histogram	genome-skim	1.24	168117932	0.70	35.54	0.0046	150
club-moss_0.001_4x_1.hist	histogram	genome-skim	4.12	201384228	0.46	39.21	0.0049	150
club-moss_0.0_1x_1.hist	histogram	genome-skim	1.29	161148105	0.65	37.84	0.0046	150
club-moss_0.02_1x_1.hist	histogram	genome-skim	1.03	201554806	0.80	19.80	0.0040	150
