sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
nematode_0.02_2x_1.hist	histogram	genome-skim	2.01	208709711	0.88	13.92	0.0035	150
nematode_0.006_8x_1.hist	histogram	genome-skim	8.17	205838036	0.79	22.00	0.0038	150
nematode_0.004_1x_1.hist	histogram	genome-skim	1.02	206624876	0.79	23.46	0.0039	150
nematode_0.008_8x_1.hist	histogram	genome-skim	8.16	206230580	0.80	20.72	0.0038	150
nematode_0.01_4x_1.hist	histogram	genome-skim	4.06	207235490	0.82	19.49	0.0037	150
nematode_0.006_1x_1.hist	histogram	genome-skim	1.01	208425338	0.80	21.40	0.0039	150
nematode_0.0_2x_1.hist	histogram	genome-skim	2.07	202976090	0.74	26.65	0.0040	150
nematode_0.004_4x_1.hist	histogram	genome-skim	4.07	206519007	0.77	23.63	0.0038	150
nematode_0.006_4x_1.hist	histogram	genome-skim	4.09	205737021	0.79	22.06	0.0038	150
nematode_0.0_8x_1.hist	histogram	genome-skim	8.22	204548545	0.73	26.89	0.0041	150
nematode_0.004_8x_1.hist	histogram	genome-skim	8.19	205273382	0.77	23.81	0.0039	150
nematode_0.002_8x_1.hist	histogram	genome-skim	8.21	204797237	0.75	25.30	0.0040	150
nematode_0.002_2x_1.hist	histogram	genome-skim	2.05	205046060	0.76	25.59	0.0039	150
nematode_0.002_4x_1.hist	histogram	genome-skim	4.12	204131905	0.76	25.69	0.0039	150
nematode_0.02_8x_1.hist	histogram	genome-skim	8.09	208006849	0.87	13.88	0.0035	150
nematode_0.006_2x_1.hist	histogram	genome-skim	2.04	206204480	0.79	22.21	0.0038	150
nematode_0.002_1x_1.hist	histogram	genome-skim	1.02	206487445	0.78	25.66	0.0041	150
nematode_0.001_1x_1.hist	histogram	genome-skim	1.04	202127685	0.77	26.02	0.0041	150
nematode_0.01_8x_1.hist	histogram	genome-skim	8.14	206671298	0.82	19.40	0.0037	150
nematode_0.02_4x_1.hist	histogram	genome-skim	4.04	208355287	0.87	13.80	0.0035	150
nematode_0.008_4x_1.hist	histogram	genome-skim	4.08	205930246	0.80	20.66	0.0037	150
nematode_0.008_2x_1.hist	histogram	genome-skim	2.04	205879780	0.81	20.52	0.0037	150
nematode_0.01_2x_1.hist	histogram	genome-skim	2.03	207447940	0.82	19.02	0.0037	150
nematode_0.0_4x_1.hist	histogram	genome-skim	4.14	203359258	0.74	27.18	0.0040	150
nematode_0.001_2x_1.hist	histogram	genome-skim	2.06	204529738	0.75	26.23	0.0039	150
nematode_0.008_1x_1.hist	histogram	genome-skim	1.02	206374644	0.82	20.82	0.0039	150
nematode_0.02_1x_1.hist	histogram	genome-skim	1.01	208722011	0.89	14.26	0.0036	150
nematode_0.001_8x_1.hist	histogram	genome-skim	8.22	204539559	0.74	26.23	0.0040	150
nematode_0.0_1x_1.hist	histogram	genome-skim	1.04	202529986	0.77	26.72	0.0042	150
nematode_0.001_4x_1.hist	histogram	genome-skim	4.12	203901742	0.75	25.63	0.0040	150
nematode_0.01_1x_1.hist	histogram	genome-skim	1.04	202676730	0.85	18.45	0.0038	150
nematode_0.004_2x_1.hist	histogram	genome-skim	2.04	205715131	0.77	23.67	0.0038	150
