sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
nematode_0.001_4x_1.hist	152344678	10626058	1895922	712434	395094	246182	133370	86651	130887	112397	54419	29944	41631	56176	29068	13727	7912	9220	19410	28073	18209	5689	2464	4383	9366	29973	6767	2178	725	361	6846	13692	15798	1821	578	35	9	3	7693	4303	8986	3682	1953	731	120	39	16	11261	7081	4248	203978042
nematode_0.02_1x_1.hist	181735566	4748066	1010492	370202	198703	126382	106240	94902	85635	43673	21144	10427	13661	22556	27986	12275	7075	2947	6203	15269	28841	10486	4543	1328	77	41	8	1	0	0	4269	8538	26593	3066	974	59	16	7	0	0	0	0	0	0	0	0	0	0	0	23672	205440984
nematode_0.0_2x_1.hist	151032819	10567306	2082758	757960	429923	271324	259663	127575	58509	66933	78075	88224	45293	25037	12954	18745	29733	39692	9263	5042	3269	3184	15126	29410	11826	6569	1482	476	1698	23781	10682	3173	1268	145	45	1	8611	22711	4541	251	82	32	16	5	0	0	0	0	0	36426	203683681
nematode_0.01_2x_1.hist	169751614	7737154	1451533	541794	303839	190513	156499	76889	57440	65710	76648	37800	14511	10610	13164	19048	30213	29185	4642	2526	2030	3323	15786	30694	4212	2339	527	168	640	8961	15302	4545	1817	208	65	3	0	1682	23932	1328	441	180	94	34	4	0	0	0	0	23564	207156227
nematode_0.002_4x_1.hist	154485227	10153846	1842345	691228	384244	239744	131756	91085	137584	84605	40962	46287	61075	33761	17469	12779	20269	27058	10425	5675	10718	17547	21285	6227	1760	5633	13405	13377	4458	2228	659	194	22195	5064	1610	99	27	14	1	16039	5345	2189	1161	434	1381	2620	1173	390	129	19133	203897116
nematode_0.006_1x_1.hist	163488793	9340576	1733706	637456	363558	230008	208927	186631	93853	47864	23173	16686	23198	38304	47524	32829	18924	7884	1253	1721	3251	5321	25275	49146	2889	1604	361	115	37	17	4	0	5368	16104	25985	1623	465	252	49	1	0	0	0	0	0	0	0	0	0	40598	206951636
nematode_0.01_4x_1.hist	169094475	7750441	1407500	537815	292153	179765	139581	124685	64979	43413	50639	48077	18457	19454	19335	27977	20819	8673	4994	12292	23218	9765	4230	2299	4911	15716	9245	2976	991	494	665	1329	22443	2588	822	50	13	6	0	11375	8239	3375	1790	670	110	35	15	4	8181	5885	206704494
nematode_0.0_4x_1.hist	149668723	10924636	1934487	727021	403821	251851	141841	84132	127082	98976	48703	55034	67936	37554	19432	11212	17784	23740	22466	12230	7932	2477	9343	18167	20257	11252	2539	816	14240	7119	2108	625	2255	6766	22065	1378	395	214	41	1	0	9800	9517	3568	593	196	87	28	8	20815	203160791
nematode_0.004_1x_1.hist	160165426	9810508	1918315	702723	375438	238812	177009	158119	146998	74968	36296	41014	48745	26945	13942	4435	5110	6821	14360	35347	46402	14499	6282	1837	107	58	12	2	0	0	3274	6548	50368	5809	1847	114	31	16	2	0	0	0	0	0	0	0	0	0	0	46372	206474645
nematode_0.001_1x_1.hist	153610697	10356834	2071864	749608	421910	267982	208090	185883	153174	78118	37822	18651	23402	38640	47941	48137	27748	11561	1838	1590	3004	4917	23354	45411	2670	1482	333	106	34	16	3	0	47877	13432	4272	266	75	40	7	0	0	0	0	0	0	0	0	0	0	48693	203942184
nematode_0.02_8x_1.hist	181818392	5166568	974754	374219	198042	122422	104425	81032	42235	44740	34243	23044	17155	28324	14656	10453	16579	11037	6921	11141	7226	2512	11935	6400	1135	3632	8645	6414	2137	1067	7069	3230	1291	147	8466	528	150	1947	6148	340	112	45	2351	3628	603	200	88	157	4728	2835	207832995
nematode_0.008_8x_1.hist	165741036	8510816	1482135	574749	300595	186941	157155	95637	104048	53063	45549	51120	19625	21476	26646	19601	11298	15082	20459	11137	7223	4623	21960	6425	2389	7644	9667	3112	7811	3904	1155	342	14120	4132	1313	81	22	7859	9336	517	171	69	1169	10215	1701	566	252	83	3287	9002	206261218
nematode_0.001_2x_1.hist	153083083	10287595	1988263	728487	412539	260038	247516	121607	55532	63528	74103	83735	51449	28440	15564	22522	15487	6452	13582	33433	26016	8129	3521	1029	1280	4097	9751	26003	17124	8561	2535	752	299	33	9	0	0	13537	20614	1144	380	154	81	29	3	0	0	0	0	32701	203994420
nematode_0.008_4x_1.hist	165930347	8784633	1459128	578948	288989	182696	173550	85266	86135	83744	40546	24420	33951	41270	21355	6793	10080	13455	28326	15915	10322	3224	8212	14437	1236	3956	9415	12183	4060	2029	1343	2685	12129	1398	443	6803	5482	2989	596	32	9	9926	5691	2133	354	117	51	16	4	16575	207106296
nematode_0.02_2x_1.hist	182304653	4906227	978729	373089	190992	120665	128395	63081	35508	40620	47381	32100	12323	13662	16950	24527	16905	7042	1873	4610	8706	14253	14045	4108	240	132	58	154	18757	9377	2777	824	328	36	10	0	0	11857	6518	361	119	47	24	8	0	0	0	303	9175	5504	207474789
