sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.01_2x_1.hist	histogram	genome-skim	1.98	104693701	0.62	4.93	0.0043	150
moss_0.004_2x_1.hist	histogram	genome-skim	1.91	108804382	0.52	5.98	0.0047	150
moss_0.008_8x_1.hist	histogram	genome-skim	8.30	99911093	0.64	5.15	0.0045	150
moss_0.001_2x_1.hist	histogram	genome-skim	1.85	112263555	0.46	6.43	0.0050	150
moss_0.004_4x_1.hist	histogram	genome-skim	4.07	101818546	0.57	5.86	0.0048	150
moss_0.006_2x_1.hist	histogram	genome-skim	1.93	107462551	0.55	5.61	0.0045	150
moss_0.002_1x_1.hist	histogram	genome-skim	0.94	110508958	0.51	6.25	0.0052	150
moss_0.02_8x_1.hist	histogram	genome-skim	8.18	101334119	0.75	3.37	0.0039	150
moss_0.01_8x_1.hist	histogram	genome-skim	8.28	100204663	0.66	4.86	0.0044	150
moss_0.01_1x_1.hist	histogram	genome-skim	0.94	110735437	0.61	4.89	0.0047	150
moss_0.002_2x_1.hist	histogram	genome-skim	1.87	110598490	0.48	6.03	0.0048	150
moss_0.02_1x_1.hist	histogram	genome-skim	1.03	100924494	0.76	3.56	0.0043	150
moss_0.004_1x_1.hist	histogram	genome-skim	0.95	109346497	0.53	5.79	0.0051	150
moss_0.0_1x_1.hist	histogram	genome-skim	1.00	103940680	0.51	6.50	0.0055	150
moss_0.008_4x_1.hist	histogram	genome-skim	4.07	101912451	0.62	5.07	0.0045	150
moss_0.0_8x_1.hist	histogram	genome-skim	8.41	98579708	0.54	6.75	0.0052	150
moss_0.006_4x_1.hist	histogram	genome-skim	4.08	101693974	0.60	5.57	0.0046	150
moss_0.0_4x_1.hist	histogram	genome-skim	4.07	102010301	0.51	6.70	0.0052	150
moss_0.006_8x_1.hist	histogram	genome-skim	8.34	99458535	0.62	5.58	0.0046	150
moss_0.002_8x_1.hist	histogram	genome-skim	8.39	98846223	0.57	6.11	0.0050	150
moss_0.002_4x_1.hist	histogram	genome-skim	4.08	101537285	0.54	6.29	0.0050	150
moss_0.001_8x_1.hist	histogram	genome-skim	8.40	98717095	0.55	6.43	0.0051	150
moss_0.02_2x_1.hist	histogram	genome-skim	2.00	103871275	0.73	3.38	0.0039	150
moss_0.004_8x_1.hist	histogram	genome-skim	8.35	99322631	0.59	5.92	0.0048	150
moss_0.02_4x_1.hist	histogram	genome-skim	4.05	102421528	0.74	3.53	0.0039	150
moss_0.0_2x_1.hist	histogram	genome-skim	1.88	110487482	0.46	6.55	0.0050	150
moss_0.008_2x_1.hist	histogram	genome-skim	1.97	105331744	0.59	4.95	0.0045	150
moss_0.001_4x_1.hist	histogram	genome-skim	4.08	101689423	0.53	6.59	0.0051	150
moss_0.01_4x_1.hist	histogram	genome-skim	4.08	101727476	0.65	4.91	0.0043	150
moss_0.008_1x_1.hist	histogram	genome-skim	0.98	105625131	0.59	5.03	0.0049	150
moss_0.001_1x_1.hist	histogram	genome-skim	1.00	103293309	0.56	6.82	0.0054	150
moss_0.006_1x_1.hist	histogram	genome-skim	0.96	108484504	0.56	5.74	0.0049	150
