sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_4x_25.hist	histogram	genome-skim	4.06	102069521	0.51	6.60	0.0052	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.91	108777068	0.48	6.82	0.0074	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.98	104726839	0.62	5.09	0.0043	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.41	98601131	0.55	6.59	0.0051	150
moss_0.001_2x_20.hist	histogram	genome-skim	1.94	107098911	0.52	6.96	0.0133	150
moss_0.001_1x_25.hist	histogram	genome-skim	0.97	106659714	0.51	6.52	0.0054	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.06	102126918	0.51	6.72	0.0080	150
moss_0.001_1x_23.hist	histogram	genome-skim	1.01	102327190	0.54	6.56	0.0076	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.06	102064066	0.53	6.59	0.0078	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.94	110215002	0.61	4.79	0.0047	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.89	109477993	0.46	6.64	0.0050	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.80	64790641	0.83	10.91	0.0265	150
moss_0.0_1x_23.hist	histogram	genome-skim	0.98	105671064	0.51	7.08	0.0076	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.90	114923594	0.65	4.97	0.0115	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.27	100225585	0.66	4.96	0.0043	150
moss_0.01_2x_20.hist	histogram	genome-skim	1.96	105652625	0.63	5.43	0.0122	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.10	101209703	0.67	5.12	0.0127	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.40	98715101	0.68	4.95	0.0067	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.74	110775325	0.47	7.20	0.0143	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.42	98465158	0.54	6.84	0.0052	150
