sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.001_8x_1.hist	histogram	genome-skim	8.62	192772782	0.49	39.12	0.0056	150
club-moss_0.001_1x_1.hist	histogram	genome-skim	1.21	171816806	0.63	39.29	0.0045	150
club-moss_0.004_4x_1.hist	histogram	genome-skim	4.13	201265250	0.53	34.11	0.0048	150
club-moss_0.006_2x_1.hist	histogram	genome-skim	2.21	187920783	0.64	33.02	0.0043	150
club-moss_0.0_2x_1.hist	histogram	genome-skim	2.42	171821273	0.59	39.38	0.0046	150
club-moss_0.008_2x_1.hist	histogram	genome-skim	2.19	189982004	0.67	31.27	0.0042	150
club-moss_0.004_2x_1.hist	histogram	genome-skim	2.25	184498552	0.61	34.78	0.0044	150
club-moss_0.02_2x_1.hist	histogram	genome-skim	2.07	200957780	0.77	20.87	0.0038	150
club-moss_0.01_8x_1.hist	histogram	genome-skim	8.33	199415908	0.64	28.74	0.0044	150
club-moss_0.0_4x_1.hist	histogram	genome-skim	4.18	198781834	0.45	40.27	0.0050	150
club-moss_0.01_2x_1.hist	histogram	genome-skim	2.18	190832800	0.70	28.13	0.0041	150
club-moss_0.002_4x_1.hist	histogram	genome-skim	4.12	201430195	0.48	36.68	0.0048	150
club-moss_0.001_4x_1.hist	histogram	genome-skim	4.13	201102641	0.46	38.79	0.0049	150
club-moss_0.008_1x_1.hist	histogram	genome-skim	1.15	180422919	0.73	30.46	0.0044	150
club-moss_0.01_4x_1.hist	histogram	genome-skim	4.23	196158739	0.66	29.34	0.0042	150
club-moss_0.006_4x_1.hist	histogram	genome-skim	4.31	192784102	0.61	33.31	0.0045	150
club-moss_0.0_1x_1.hist	histogram	genome-skim	1.31	157947964	0.67	41.58	0.0046	150
club-moss_0.02_4x_1.hist	histogram	genome-skim	4.13	201335965	0.76	20.49	0.0038	150
club-moss_0.0_8x_1.hist	histogram	genome-skim	8.65	192050055	0.46	40.78	0.0058	150
club-moss_0.008_4x_1.hist	histogram	genome-skim	4.28	194197934	0.64	30.86	0.0044	150
club-moss_0.002_2x_1.hist	histogram	genome-skim	2.34	177552141	0.61	36.53	0.0045	150
club-moss_0.006_8x_1.hist	histogram	genome-skim	8.41	197518991	0.58	32.82	0.0048	150
club-moss_0.006_1x_1.hist	histogram	genome-skim	1.19	174796825	0.72	32.95	0.0045	150
club-moss_0.02_8x_1.hist	histogram	genome-skim	8.20	202519997	0.76	20.35	0.0039	150
club-moss_0.008_8x_1.hist	histogram	genome-skim	8.38	198187171	0.61	30.26	0.0046	150
club-moss_0.001_2x_1.hist	histogram	genome-skim	2.38	174326572	0.60	37.92	0.0046	150
club-moss_0.02_1x_1.hist	histogram	genome-skim	1.03	200753820	0.80	20.20	0.0039	150
club-moss_0.002_8x_1.hist	histogram	genome-skim	8.56	193990363	0.51	37.81	0.0054	150
club-moss_0.002_1x_1.hist	histogram	genome-skim	1.27	163895402	0.69	35.85	0.0046	150
club-moss_0.01_1x_1.hist	histogram	genome-skim	1.13	183482919	0.74	29.41	0.0044	150
club-moss_0.004_8x_1.hist	histogram	genome-skim	8.49	195619730	0.55	35.11	0.0050	150
club-moss_0.004_1x_1.hist	histogram	genome-skim	1.21	171611303	0.70	35.61	0.0045	150
