sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.008_8x_1.hist	histogram	genome-skim	8.38	198187277	0.61	30.48	0.0046	150
club-moss_0.0_8x_1.hist	histogram	genome-skim	8.66	191765153	0.46	40.67	0.0058	150
club-moss_0.01_8x_1.hist	histogram	genome-skim	8.34	199249103	0.64	28.33	0.0044	150
club-moss_0.006_8x_1.hist	histogram	genome-skim	8.40	197701748	0.58	32.83	0.0048	150
club-moss_0.002_2x_1.hist	histogram	genome-skim	2.34	177644822	0.61	36.89	0.0045	150
club-moss_0.008_2x_1.hist	histogram	genome-skim	2.18	190365525	0.66	30.22	0.0042	150
club-moss_0.004_2x_1.hist	histogram	genome-skim	2.25	184265304	0.62	33.70	0.0044	150
club-moss_0.0_1x_1.hist	histogram	genome-skim	1.32	156953655	0.67	38.94	0.0046	150
club-moss_0.001_4x_1.hist	histogram	genome-skim	4.12	201423256	0.46	38.73	0.0049	150
club-moss_0.006_2x_1.hist	histogram	genome-skim	2.21	187868110	0.64	32.34	0.0043	150
club-moss_0.0_2x_1.hist	histogram	genome-skim	2.42	171809313	0.58	38.54	0.0046	150
club-moss_0.0_4x_1.hist	histogram	genome-skim	4.17	199100904	0.45	39.68	0.0050	150
club-moss_0.02_8x_1.hist	histogram	genome-skim	8.19	202934118	0.76	20.59	0.0039	150
club-moss_0.01_1x_1.hist	histogram	genome-skim	1.11	186664811	0.74	28.87	0.0043	150
club-moss_0.008_1x_1.hist	histogram	genome-skim	1.15	180320033	0.73	30.79	0.0044	150
club-moss_0.004_8x_1.hist	histogram	genome-skim	8.47	196065134	0.54	35.12	0.0050	150
club-moss_0.02_2x_1.hist	histogram	genome-skim	2.06	201145450	0.77	21.04	0.0038	150
club-moss_0.001_1x_1.hist	histogram	genome-skim	1.28	161814659	0.68	38.19	0.0046	150
club-moss_0.006_4x_1.hist	histogram	genome-skim	4.31	192743245	0.61	33.08	0.0046	150
club-moss_0.004_1x_1.hist	histogram	genome-skim	1.22	169742125	0.70	33.61	0.0045	150
club-moss_0.008_4x_1.hist	histogram	genome-skim	4.25	195502895	0.63	30.43	0.0044	150
club-moss_0.002_8x_1.hist	histogram	genome-skim	8.52	194896790	0.50	38.24	0.0054	150
club-moss_0.004_4x_1.hist	histogram	genome-skim	4.14	200661816	0.53	33.80	0.0048	150
club-moss_0.002_1x_1.hist	histogram	genome-skim	1.27	163527416	0.69	36.03	0.0046	150
club-moss_0.001_8x_1.hist	histogram	genome-skim	8.60	193192714	0.48	38.80	0.0055	150
club-moss_0.01_4x_1.hist	histogram	genome-skim	4.24	196064505	0.66	29.19	0.0042	150
club-moss_0.02_1x_1.hist	histogram	genome-skim	1.03	200959064	0.80	19.88	0.0040	150
club-moss_0.01_2x_1.hist	histogram	genome-skim	2.18	190780065	0.70	29.08	0.0041	150
club-moss_0.001_2x_1.hist	histogram	genome-skim	2.38	174378634	0.60	38.12	0.0046	150
club-moss_0.002_4x_1.hist	histogram	genome-skim	4.13	200972781	0.49	36.84	0.0048	150
club-moss_0.02_4x_1.hist	histogram	genome-skim	4.12	201530501	0.76	20.39	0.0038	150
club-moss_0.006_1x_1.hist	histogram	genome-skim	1.18	175805196	0.72	32.43	0.0044	150
