sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.01_1x_30.hist	histogram	genome-skim	1.04	96903138	0.93	6.19	0.0016	150
rotifer_0.0_2x_17.hist	histogram	genome-skim	1.96	102517552	0.88	7.33	0.0209	150
rotifer_0.0_1x_17.hist	histogram	genome-skim	0.99	101506692	0.93	7.56	0.0208	150
rotifer_0.01_4x_30.hist	histogram	genome-skim	4.01	100251523	0.90	5.08	0.0011	150
rotifer_0.0_4x_30.hist	histogram	genome-skim	4.02	99927819	0.86	8.17	0.0012	150
rotifer_0.0_8x_17.hist	histogram	genome-skim	9.23	87006472	0.99	9.00	0.0248	150
rotifer_0.01_2x_17.hist	histogram	genome-skim	1.97	102050756	0.92	5.35	0.0205	150
rotifer_0.0_8x_30.hist	histogram	genome-skim	8.03	100025630	0.85	8.05	0.0012	150
rotifer_0.001_2x_17.hist	histogram	genome-skim	1.98	101607074	0.89	7.25	0.0209	150
rotifer_0.001_4x_17.hist	histogram	genome-skim	3.97	101156336	0.89	7.86	0.0208	150
rotifer_0.001_1x_30.hist	histogram	genome-skim	1.03	97139441	0.88	7.47	0.0017	150
rotifer_0.001_8x_30.hist	histogram	genome-skim	8.03	100030880	0.86	7.08	0.0011	150
rotifer_0.0_1x_30.hist	histogram	genome-skim	1.03	97444424	0.88	7.97	0.0017	150
rotifer_0.01_1x_17.hist	histogram	genome-skim	1.05	95969980	0.98	4.64	0.0212	150
rotifer_0.0_2x_30.hist	histogram	genome-skim	2.01	100082420	0.85	8.35	0.0012	150
rotifer_0.01_4x_17.hist	histogram	genome-skim	3.95	101623518	0.93	5.50	0.0204	150
rotifer_0.001_2x_30.hist	histogram	genome-skim	2.00	100193452	0.86	7.32	0.0012	150
rotifer_0.001_8x_17.hist	histogram	genome-skim	9.22	87100173	0.99	8.81	0.0247	150
rotifer_0.01_2x_30.hist	histogram	genome-skim	2.00	100147463	0.90	5.83	0.0012	150
rotifer_0.0_4x_17.hist	histogram	genome-skim	3.97	101250252	0.89	8.14	0.0208	150
rotifer_0.01_8x_17.hist	histogram	genome-skim	8.97	89520323	1.00	6.12	0.0237	150
rotifer_0.001_4x_30.hist	histogram	genome-skim	4.01	100263643	0.86	7.77	0.0012	150
rotifer_0.001_1x_17.hist	histogram	genome-skim	1.01	99671613	0.94	6.47	0.0212	150
rotifer_0.01_8x_30.hist	histogram	genome-skim	8.01	100260204	0.90	5.56	0.0011	150
